,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,Temp,Sp Cond,pH,Turb+,ODOSat,ODO,Bat,ADCP Temp,Press,Bat,Level,Hs,Ts,Vel Mag
m/d/y,F,µS/cm,,NTU+,%,mg/L,V,F,psi,V,ft,ft,sec,ft/s
5/26/2008 19:00,59.36,308,8.36,4.17,103,10.33,13.2,,,,,,,
5/26/2008 19:30,59.25,307,8.36,4.17,102.6,10.31,13.2,,,,,,,
5/26/2008 20:00,59.49,308,8.35,4.53,102,10.21,13.2,,,,,,,
5/26/2008 20:30,59.68,309,8.34,4.7,101.5,10.15,13.2,,,,,,,
5/26/2008 21:00,59.91,309,8.32,7,99.6,9.92,13.2,,,,,,,
5/26/2008 21:30,59.87,309,8.3,5.37,99,9.87,13.2,,,,,,,
5/26/2008 22:00,59.9,310,8.29,5.23,98.4,9.81,13.2,,,,,,,
5/26/2008 22:30,59.86,313,8.3,4.73,99.1,9.88,13.2,,,,,,,
5/26/2008 23:00,59.88,310,8.3,4.53,99.3,9.9,13.2,,,,,,,
5/26/2008 23:30,60.1,310,8.32,7.2,98.3,9.77,13.2,,,,,,,
5/27/2008 0:00,60,310,8.33,5.53,99.6,9.92,13.1,,,,,,,
5/27/2008 0:30,59.93,309,8.29,5.1,98.6,9.82,13.1,,,,,,,
5/27/2008 1:00,59.89,309,8.32,5.9,99.8,9.94,13.1,,,,,,,
5/27/2008 1:30,59.89,309,8.32,7.47,98.8,9.84,13.1,,,,,,,
5/27/2008 2:00,59.69,307,8.34,6.4,100.1,10,13.1,,,,,,,
5/27/2008 2:30,59.72,308,8.32,7.87,99,9.89,13.1,,,,,,,
5/27/2008 3:00,59.59,307,8.36,5.93,100.7,10.07,13.1,,,,,,,
5/27/2008 3:30,59.62,307,8.34,6.6,99.7,9.97,13.1,,,,,,,
5/27/2008 4:00,59.61,307,8.34,7.43,99.4,9.94,13.2,,,,,,,
5/27/2008 4:30,59.58,307,8.33,8.4,99.3,9.93,13.2,,,,,,,
5/27/2008 5:00,59.65,308,8.3,10.17,97.8,9.78,13.5,,,,,,,
5/27/2008 5:30,59.6,307,8.33,8.8,98.9,9.89,13.6,,,,,,,
5/27/2008 6:00,59.65,307,8.31,8.83,97.9,9.79,13.5,,,,,,,
5/27/2008 6:30,59.61,307,8.31,8.97,97.9,9.8,13.4,,,,,,,
5/27/2008 7:00,59.61,307,8.31,8.37,97.8,9.78,13.6,,,,,,,
5/27/2008 7:30,59.62,308,8.3,7.7,97.6,9.76,13.7,,,,,,,
5/27/2008 8:00,59.61,307,8.31,7.57,97.5,9.75,13.9,,,,,,,
5/27/2008 8:30,59.62,307,8.3,8.47,97.1,9.71,13.9,,,,,,,
5/27/2008 9:00,59.58,307,8.3,8.33,97.3,9.74,14,,,,,,,
5/27/2008 9:30,59.55,306,8.32,6.97,98.1,9.81,14.5,,,,,,,
5/27/2008 10:00,59.59,307,8.31,9.07,97.5,9.75,14.4,,,,,,,
5/27/2008 10:30,59.63,306,8.32,8.97,97.8,9.79,14.4,,,,,,,
5/27/2008 11:00,59.68,307,8.33,10.3,98.3,9.83,14.4,,,,,,,
5/27/2008 11:30,59.59,305,8.35,10.43,99.2,9.92,14.6,,,,,,,
5/27/2008 12:00,59.14,300,8.38,8.87,100.7,10.13,14.5,,,,,,,
5/27/2008 12:30,58.61,295,8.45,4.9,103.5,10.48,14.4,,,,,,,
5/27/2008 13:00,58.54,295,8.48,4.27,104.6,10.6,14.4,,,,,,,
5/27/2008 13:30,59.24,296,8.47,5.03,104.4,10.49,14.3,,,,,,,
5/27/2008 14:00,59.91,299,8.45,5.83,104.4,10.4,14.6,,,,,,,
5/27/2008 14:30,59.67,298,8.48,4.63,105.6,10.56,14.4,,,,,,,
5/27/2008 15:00,59.6,297,8.49,5.23,105.2,10.53,14.5,,,,,,,
5/27/2008 15:30,59.15,295,8.5,5.57,105.3,10.59,14.3,,,,,,,
5/27/2008 16:00,58.92,295,8.49,4.47,104.7,10.56,14.1,,,,,,,
5/27/2008 16:30,58.7,295,8.5,3.1,105.4,10.66,14.4,,,,,,,
5/27/2008 17:00,58.55,294,8.48,3.47,104.4,10.57,13.4,,,,,,,
5/27/2008 17:30,58.58,294,8.48,3.63,104,10.54,13.3,,,,,,,
5/27/2008 18:00,59.3,299,8.42,5.53,101.4,10.18,13.2,,,,,,,
5/27/2008 18:30,59.23,299,8.42,5.37,101,10.14,13.2,,,,,,,
5/27/2008 19:00,58.75,296,8.43,4.23,101.5,10.25,13.2,,,,,,,
5/27/2008 19:30,58.38,294,8.48,4.4,103.6,10.52,13.2,,,,,,,
5/27/2008 20:00,58.31,295,8.38,6.03,99.8,10.14,13.1,,,,,,,
5/27/2008 20:30,58.09,294,8.4,9.47,100.5,10.24,13.1,,,,,,,
5/27/2008 21:00,57.99,294,8.42,11.23,100.7,10.27,13.1,,,,,,,
5/27/2008 21:30,57.85,294,8.42,13.07,100.3,10.25,13.1,,,,,,,
5/27/2008 22:00,57.66,295,8.42,14.8,99.6,10.2,13,,,,,,,
5/27/2008 22:30,57.46,297,8.41,20.1,99.3,10.19,13.1,,,,,,,
5/27/2008 23:00,57.43,296,8.41,22.07,99.4,10.2,13,,,,,,,
5/27/2008 23:30,57.31,296,8.4,21.77,98.9,10.17,13,,,,,,,
5/28/2008 0:00,57.11,297,8.38,23.03,98.3,10.14,13,,,,,,,
5/28/2008 0:30,56.98,297,8.37,23.77,98,10.13,13,,,,,,,
5/28/2008 1:00,56.96,297,8.36,21.57,97.6,10.08,13,,,,,,,
5/28/2008 1:30,56.69,298,8.35,21.37,97.5,10.1,13,,,,,,,
5/28/2008 2:00,57.06,297,8.36,14.23,97.4,10.04,13,,,,,,,
5/28/2008 2:30,56.94,297,8.35,12.93,97.2,10.04,13,,,,,,,
5/28/2008 3:00,56.88,298,8.34,12.93,96.9,10.02,13,,,,,,,
5/28/2008 3:30,56.78,298,8.33,13.13,96.5,10,13.1,,,,,,,
5/28/2008 4:00,56.68,298,8.34,13.07,96.6,10.02,13.3,,,,,,,
5/28/2008 4:30,56.64,298,8.33,12.33,96.5,10,13.8,,,,,,,
5/28/2008 5:00,56.64,298,8.33,11.53,96.5,10.01,14.2,,,,,,,
5/28/2008 5:30,56.68,300,8.34,11.53,97,10.05,14.5,,,,,,,
5/28/2008 6:00,56.74,299,8.35,10.2,97.4,10.09,14.6,,,,,,,
5/28/2008 6:30,56.85,299,8.35,8.77,98.1,10.15,14.6,,,,,,,
5/28/2008 7:00,56.98,299,8.37,9.07,98.6,10.18,14.6,,,,,,,
5/28/2008 7:30,57.06,299,8.41,7.93,100.2,10.34,14.4,,,,,,,
5/28/2008 8:00,57.15,299,8.41,8.53,100.5,10.35,14.5,,,,,,,
5/28/2008 8:30,57.29,299,8.41,7.93,100.8,10.37,14.6,,,,,,,
5/28/2008 9:00,57.37,299,8.41,8.3,100.8,10.35,14.5,,,,,,,
5/28/2008 9:30,57.52,299,8.42,8.5,101.1,10.36,14.6,,,,,,,
5/28/2008 10:00,57.61,299,8.43,8.53,101.7,10.42,14.4,,,,,,,
5/28/2008 10:30,57.82,299,8.46,7.73,103.1,10.53,14.5,,,,,,,
5/28/2008 11:00,57.97,299,8.48,7.9,103.9,10.59,14.5,,,,,,,
5/28/2008 11:30,58.4,299,8.44,7.67,103.4,10.49,14.5,,,,,,,
5/28/2008 12:00,58.94,299,8.45,7.13,104,10.49,14.4,,,,,,,
5/28/2008 12:30,59.47,301,8.45,7.67,104.4,10.45,14.4,,,,,,,
5/28/2008 13:00,59.22,302,8.45,7.47,104.3,10.49,14.4,,,,,,,
5/28/2008 13:30,58.98,300,8.45,6.7,103.8,10.46,14.3,,,,,,,
5/28/2008 14:00,59.27,300,8.46,6.83,104.6,10.51,14.4,,,,,,,
5/28/2008 14:30,59,300,8.47,6.17,104.9,10.57,14.4,,,,,,,
5/28/2008 15:00,59.17,300,8.48,6.17,105.5,10.6,14.4,,,,,,,
5/28/2008 15:30,59.07,300,8.48,5.77,105.5,10.62,14.4,,,,,,,
5/28/2008 16:00,59.09,300,8.48,5.77,105.5,10.62,14.5,,,,,,,
5/28/2008 16:30,58.51,300,8.46,4.97,103.9,10.53,14.2,,,,,,,
5/28/2008 17:00,57.72,300,8.46,4.5,103.3,10.56,13.4,,,,,,,
5/28/2008 17:30,57.93,299,8.49,4.63,103.9,10.6,13.3,,,,,,,
5/28/2008 18:00,58.08,299,8.46,3.7,103.4,10.53,13.2,,,,,,,
5/28/2008 18:30,58.07,301,8.45,3.8,102.5,10.45,13.2,,,,,,,
5/28/2008 19:00,57.89,300,8.42,3.67,101.6,10.38,13.2,,,,,,,
5/28/2008 19:30,57.72,301,8.46,3.67,102.8,10.51,13.2,,,,,,,
5/28/2008 20:00,57.73,300,8.45,3.4,102.4,10.48,13.2,,,,,,,
5/28/2008 20:30,57.64,299,8.47,3.43,102.9,10.54,13.1,,,,,,,
5/28/2008 21:00,57.5,299,8.51,3.33,103.4,10.61,13.1,,,,,,,
5/28/2008 21:30,57.57,299,8.51,4.17,103.6,10.61,13.1,,,,,,,
5/28/2008 22:00,57.35,299,8.51,3.37,103.1,10.6,13.1,,,,,,,
5/28/2008 22:30,57.1,299,8.52,3.2,103.5,10.67,13.1,,,,,,,
5/28/2008 23:00,56.96,299,8.52,3.07,103.2,10.66,13.1,,,,,,,
5/28/2008 23:30,56.89,299,8.5,2.73,102.7,10.61,13,,,,,,,
5/29/2008 0:00,56.84,299,8.48,2.8,101.5,10.49,13,,,,,,,
5/29/2008 0:30,56.73,298,8.51,2.9,102.3,10.6,13,,,,,,,
5/29/2008 1:00,56.71,299,8.51,3,102.2,10.59,13,,,,,,,
5/29/2008 1:30,56.66,299,8.51,2.93,102.2,10.6,13,,,,,,,
5/29/2008 2:00,56.6,298,8.51,3.07,102,10.58,13,,,,,,,
5/29/2008 2:30,56.55,298,8.51,3.03,101.7,10.56,13,,,,,,,
5/29/2008 3:00,56.5,298,8.5,2.6,101.3,10.52,13,,,,,,,
5/29/2008 3:30,56.42,298,8.48,2.7,100.6,10.46,13.1,,,,,,,
5/29/2008 4:00,56.39,297,8.46,2.1,99.9,10.39,13.5,,,,,,,
5/29/2008 4:30,56.35,297,8.43,2.43,99,10.3,14,,,,,,,
5/29/2008 5:00,56.34,296,8.42,2.23,98.6,10.26,14.5,,,,,,,
5/29/2008 5:30,56.4,296,8.4,2.23,98.3,10.22,14.5,,,,,,,
5/29/2008 6:00,56.44,297,8.47,2.23,100.6,10.45,14.5,,,,,,,
5/29/2008 6:30,56.59,296,8.5,2.13,101.8,10.56,14.4,,,,,,,
5/29/2008 7:00,56.69,296,8.48,1.93,101.4,10.51,14.4,,,,,,,
5/29/2008 7:30,56.94,296,8.54,2.07,104.2,10.77,14.4,,,,,,,
5/29/2008 8:00,56.98,295,8.54,2.13,104.4,10.77,14.3,,,,,,,
5/29/2008 8:30,57.33,295,8.6,2.4,106.6,10.96,14.3,,,,,,,
5/29/2008 9:00,57.4,295,8.6,2.5,106.6,10.96,14.4,,,,,,,
5/29/2008 9:30,57.82,295,8.6,3.1,107,10.94,14.5,,,,,,,
5/29/2008 10:00,58.35,295,8.64,3.27,108.6,11.04,14.4,,,,,,,
5/29/2008 10:30,58.79,295,8.66,3.77,109.4,11.05,14.5,,,,,,,
5/29/2008 11:00,59.35,295,8.65,4.33,109.8,11.01,14.4,,,,,,,
5/29/2008 11:30,59.35,294,8.68,4.07,110.9,11.12,14.3,,,,,,,
5/29/2008 12:00,59.47,296,8.68,3.53,111,11.12,14.4,,,,,,,
5/29/2008 12:30,59.7,294,8.7,3.8,111.7,11.16,14.5,,,,,,,
5/29/2008 13:00,60.18,294,8.7,3.73,111.9,11.12,14.5,,,,,,,
5/29/2008 13:30,60.38,294,8.72,3.63,112.5,11.15,14.4,,,,,,,
5/29/2008 14:00,60.24,293,8.73,3.87,113,11.22,14.3,,,,,,,
5/29/2008 14:30,60.52,293,8.74,3.47,113.1,11.19,14.3,,,,,,,
5/29/2008 15:00,60.47,293,8.74,3.73,113.4,11.23,14.3,,,,,,,
5/29/2008 15:30,60.57,294,8.74,3.5,113.6,11.23,14.4,,,,,,,
5/29/2008 16:00,60.57,293,8.74,3.23,113.7,11.24,14.5,,,,,,,
5/29/2008 16:30,60.49,293,8.74,3.07,113.4,11.22,14.3,,,,,,,
5/29/2008 17:00,60.32,293,8.75,3.03,114,11.31,13.4,,,,,,,
5/29/2008 17:30,60.12,293,8.74,3.03,113.6,11.29,13.3,,,,,,,
5/29/2008 18:00,60,293,8.74,3.03,112.7,11.22,13.2,,,,,,,
5/29/2008 18:30,59.61,292,8.73,2.6,112,11.2,13.2,,,,,,,
5/29/2008 19:00,59.63,294,8.71,2.2,109.4,10.94,13.2,,,,,,,
5/29/2008 19:30,59.71,294,8.7,2.5,109.4,10.94,13.2,,,,,,,
5/29/2008 20:00,59.59,294,8.68,2.3,108.2,10.82,13.2,,,,,,,
5/29/2008 20:30,59.25,292,8.66,2.23,108.4,10.89,13.2,,,,,,,
5/29/2008 21:00,59.26,293,8.66,2.43,107.4,10.79,13.1,,,,,,,
5/29/2008 21:30,58.94,292,8.68,2.27,110,11.09,13.1,,,,,,,
5/29/2008 22:00,58.87,292,8.65,2.23,107.9,10.89,13.1,,,,,,,
5/29/2008 22:30,58.78,292,8.66,2.4,108.1,10.92,13.1,,,,,,,
5/29/2008 23:00,58.76,292,8.67,2.83,108.2,10.93,13.1,,,,,,,
5/29/2008 23:30,58.68,292,8.64,3.07,106.2,10.74,13.1,,,,,,,
5/30/2008 0:00,58.59,292,8.62,2.63,105.6,10.69,13,,,,,,,
5/30/2008 0:30,58.53,292,8.62,2.17,105.8,10.72,13,,,,,,,
5/30/2008 1:00,58.43,292,8.63,2.7,105.7,10.73,13,,,,,,,
5/30/2008 1:30,58.36,292,8.64,2.4,106.1,10.77,13,,,,,,,
5/30/2008 2:00,58.3,292,8.62,2.17,105.5,10.72,13,,,,,,,
5/30/2008 2:30,58.23,292,8.63,2.17,105.5,10.74,13,,,,,,,
5/30/2008 3:00,58.19,292,8.63,2.3,105.4,10.73,13,,,,,,,
5/30/2008 3:30,58.13,292,8.65,2.37,105.8,10.77,13.1,,,,,,,
5/30/2008 4:00,58.15,292,8.66,2.33,106.3,10.83,13.3,,,,,,,
5/30/2008 4:30,58.17,292,8.66,2.07,106.6,10.85,13.6,,,,,,,
5/30/2008 5:00,58.21,292,8.66,2.03,106.7,10.85,13.6,,,,,,,
5/30/2008 5:30,58.2,292,8.66,1.93,106.8,10.86,13.4,,,,,,,
5/30/2008 6:00,58.16,292,8.67,1.8,106.9,10.88,13.6,,,,,,,
5/30/2008 6:30,58.15,292,8.66,1.9,106.7,10.86,13.9,,,,,,,
5/30/2008 7:00,58.16,292,8.66,1.87,106.8,10.87,14.3,,,,,,,
5/30/2008 7:30,58.18,292,8.68,1.73,107.4,10.93,14.2,,,,,,,
5/30/2008 8:00,58.23,292,8.67,1.87,107.7,10.95,14.3,,,,,,,
5/30/2008 8:30,58.3,292,8.69,1.97,108.2,11,14.3,,,,,,,
5/30/2008 9:00,58.45,292,8.7,2,109.1,11.07,14.4,,,,,,,
5/30/2008 9:30,58.77,292,8.68,1.87,109.1,11.02,14.2,,,,,,,
5/30/2008 10:00,58.93,292,8.69,1.8,109.9,11.08,14.2,,,,,,,
5/30/2008 10:30,59.18,292,8.71,1.8,110.5,11.11,14.3,,,,,,,
5/30/2008 11:00,59.22,292,8.73,1.97,111.5,11.2,14.1,,,,,,,
5/30/2008 11:30,59.23,292,8.73,1.97,112,11.26,14.3,,,,,,,
5/30/2008 12:00,59.47,292,8.73,1.9,112.2,11.25,14.3,,,,,,,
5/30/2008 12:30,59.48,292,8.74,2,112.2,11.24,14.2,,,,,,,
5/30/2008 13:00,59.58,292,8.74,2.1,113,11.3,14.2,,,,,,,
5/30/2008 13:30,59.74,292,8.76,1.9,113.8,11.36,14.3,,,,,,,
5/30/2008 14:00,59.77,292,8.77,1.83,114.2,11.4,14.2,,,,,,,
5/30/2008 14:30,59.72,292,8.78,1.83,114.3,11.42,14.2,,,,,,,
5/30/2008 15:00,59.73,292,8.78,1.93,114.4,11.42,14,,,,,,,
5/30/2008 15:30,59.78,291,8.78,1.87,114.1,11.39,14.2,,,,,,,
5/30/2008 16:00,59.64,291,8.79,1.87,114.6,11.46,14.1,,,,,,,
5/30/2008 16:30,59.67,291,8.78,1.87,114.4,11.43,13.6,,,,,,,
5/30/2008 17:00,59.7,291,8.79,1.7,114.4,11.43,13.4,,,,,,,
5/30/2008 17:30,59.63,291,8.78,1.63,114,11.4,13.3,,,,,,,
5/30/2008 18:00,59.44,291,8.77,1.93,113.1,11.34,13.3,,,,,,,
5/30/2008 18:30,59.41,291,8.77,1.77,112.8,11.32,13.3,,,,,,,
5/30/2008 19:00,59.36,291,8.76,1.73,112.2,11.25,13.2,,,,,,,
5/30/2008 19:30,59.4,292,8.76,1.83,111.5,11.18,13.2,,,,,,,
5/30/2008 20:00,59.41,291,8.74,1.93,110.3,11.06,13.2,,,,,,,
5/30/2008 20:30,59.43,292,8.72,1.9,109.5,10.98,13.2,,,,,,,
5/30/2008 21:00,59.44,291,8.68,1.83,107.9,10.81,13.2,,,,,,,
5/30/2008 21:30,59.54,292,8.67,2.13,106.6,10.68,13.2,,,,,,,
5/30/2008 22:00,59.59,292,8.66,2.2,106.6,10.67,13.2,,,,,,,
5/30/2008 22:30,59.7,292,8.66,2.4,106.1,10.61,13.1,,,,,,,
5/30/2008 23:00,59.75,292,8.64,2.53,105.2,10.5,13.1,,,,,,,
5/30/2008 23:30,59.82,292,8.65,2.9,104.9,10.46,13.1,,,,,,,
5/31/2008 0:00,59.84,292,8.65,3.27,104.5,10.43,13.1,,,,,,,
5/31/2008 0:30,59.74,292,8.63,3.13,104.2,10.4,13.1,,,,,,,
5/31/2008 1:00,59.66,292,8.61,2.37,104.7,10.47,13.1,,,,,,,
5/31/2008 1:30,59.59,292,8.62,2.23,104.6,10.47,13.1,,,,,,,
5/31/2008 2:00,59.4,292,8.62,2.17,104.7,10.51,13.1,,,,,,,
5/31/2008 2:30,59.16,292,8.65,1.77,106,10.66,13.1,,,,,,,
5/31/2008 3:00,59.45,292,8.58,2.5,102.7,10.29,13.1,,,,,,,
5/31/2008 3:30,59.39,292,8.61,2.83,104.1,10.44,13.1,,,,,,,
5/31/2008 4:00,59.55,293,8.59,5,102.1,10.22,13.1,,,,,,,
5/31/2008 4:30,59.36,292,8.61,5.37,103.7,10.41,13.1,,,,,,,
5/31/2008 5:00,59.41,292,8.59,11.43,102.3,10.26,13.1,,,,,,,
5/31/2008 5:30,59.47,293,8.57,17.27,101.7,10.19,13.1,,,,,,,
5/31/2008 6:00,59.57,293,8.56,21.63,101,10.11,13.3,,,,,,,
5/31/2008 6:30,59.61,293,8.59,24.2,101.9,10.19,13.7,,,,,,,
5/31/2008 7:00,59.72,294,8.58,23.53,101.5,10.14,13.8,,,,,,,
5/31/2008 7:30,59.9,297,8.56,25.3,100.4,10.01,14.1,,,,,,,
5/31/2008 8:00,60,297,8.56,27.27,100.6,10.02,14.2,,,,,,,
5/31/2008 8:30,60.18,295,8.55,27.7,100.9,10.02,14.4,,,,,,,
5/31/2008 9:00,60.53,296,8.53,27.87,100.3,9.92,14.3,,,,,,,
5/31/2008 9:30,60.77,296,8.52,26.1,100.1,9.88,14.3,,,,,,,
5/31/2008 10:00,61,297,8.51,25.83,100,9.84,14.4,,,,,,,
5/31/2008 10:30,61.22,297,8.51,23.07,100.3,9.85,14.4,,,,,,,
5/31/2008 11:00,61.63,299,8.5,21.1,100.3,9.79,14.4,,,,,,,
5/31/2008 11:30,62,299,8.49,20.83,100.2,9.75,14.4,,,,,,,
5/31/2008 12:00,62.07,300,8.49,20.4,100,9.72,14.3,,,,,,,
5/31/2008 12:30,62.06,300,8.49,17.47,100,9.71,13.7,,,,,,,
5/31/2008 13:00,62.15,302,8.49,17.5,99.9,9.7,14,,,,,,,
5/31/2008 13:30,62.4,301,8.48,19.2,99.5,9.63,14.4,,,,,,,
5/31/2008 14:00,62.62,300,8.49,21.73,99.7,9.62,14.4,,,,,,,
5/31/2008 14:30,62.71,301,8.48,22.1,99.3,9.58,14.2,,,,,,,
5/31/2008 15:00,62.89,301,8.49,23.47,99.2,9.54,14.4,,,,,,,
5/31/2008 15:30,62.72,300,8.51,23.03,99.8,9.63,14.4,,,,,,,
5/31/2008 16:00,62.54,299,8.55,16.6,101.4,9.8,14.4,,,,,,,
5/31/2008 16:30,62.38,298,8.57,16.07,101.7,9.85,14.4,,,,,,,
5/31/2008 17:00,62.15,297,8.59,15.53,102.4,9.94,13.5,,,,,,,
5/31/2008 17:30,62.24,298,8.56,16.93,101.3,9.82,13.3,,,,,,,
5/31/2008 18:00,62.17,297,8.55,17.63,100.6,9.77,13.3,,,,,,,
5/31/2008 18:30,62.08,297,8.56,20.37,100.7,9.78,13.2,,,,,,,
5/31/2008 19:00,62.09,297,8.54,21.77,99.7,9.69,13.2,,,,,,,
5/31/2008 19:30,62.06,297,8.54,19.17,99.8,9.7,13.2,,,,,,,
5/31/2008 20:00,62.12,298,8.53,20.2,99.1,9.63,13.2,,,,,,,
5/31/2008 20:30,62.08,298,8.51,22.37,98.3,9.56,13.2,,,,,,,
5/31/2008 21:00,62.03,299,8.52,20.1,98.6,9.58,13.2,,,,,,,
5/31/2008 21:30,61.99,298,8.55,14.17,99.5,9.68,13.2,,,,,,,
5/31/2008 22:00,61.91,298,8.51,16.5,98,9.54,13.1,,,,,,,
5/31/2008 22:30,61.82,298,8.52,13.3,98.6,9.61,13.1,,,,,,,
5/31/2008 23:00,61.68,297,8.52,12.7,98.9,9.66,13.1,,,,,,,
5/31/2008 23:30,61.48,296,8.54,10.37,99.7,9.76,13.1,,,,,,,
6/1/2008 0:00,61.42,296,8.55,9,100,9.79,13.1,,,,,,,
6/1/2008 0:30,61.16,294,8.57,8.07,100.9,9.91,13.1,,,,,,,
6/1/2008 1:00,61.04,294,8.57,7.37,100.9,9.93,13.1,,,,,,,
6/1/2008 1:30,60.97,294,8.56,7.03,100.5,9.89,13.1,,,,,,,
6/1/2008 2:00,60.9,293,8.55,6.8,100.4,9.89,13.1,,,,,,,
6/1/2008 2:30,60.92,295,8.48,9.73,97.7,9.62,13.1,,,,,,,
6/1/2008 3:00,60.9,294,8.52,8.27,98.9,9.75,13,,,,,,,
6/1/2008 3:30,60.89,294,8.48,8.37,97.7,9.63,13.1,,,,,,,
6/1/2008 4:00,60.9,294,8.48,8.8,97.7,9.62,13.3,,,,,,,
6/1/2008 4:30,60.94,294,8.5,8.1,98.3,9.68,13.5,,,,,,,
6/1/2008 5:00,60.94,294,8.49,8.17,98.3,9.67,13.7,,,,,,,
6/1/2008 5:30,60.96,295,8.49,8.57,98.2,9.67,13.9,,,,,,,
6/1/2008 6:00,60.98,295,8.49,8.8,98.3,9.67,14.2,,,,,,,
6/1/2008 6:30,61.05,294,8.48,6.57,98.3,9.67,14.4,,,,,,,
6/1/2008 7:00,61.12,294,8.5,6.67,99,9.73,14.6,,,,,,,
6/1/2008 7:30,61.26,294,8.52,6.3,100.1,9.82,14.3,,,,,,,
6/1/2008 8:00,61.36,294,8.54,6.27,101,9.9,14.4,,,,,,,
6/1/2008 8:30,61.5,294,8.55,6.7,101.6,9.94,14.3,,,,,,,
6/1/2008 9:00,61.66,294,8.56,7.13,102,9.96,14.5,,,,,,,
6/1/2008 9:30,61.81,294,8.56,7.4,102.2,9.96,14.4,,,,,,,
6/1/2008 10:00,61.98,294,8.57,8.1,102.5,9.97,14.4,,,,,,,
6/1/2008 10:30,62.16,294,8.57,7.97,102.9,9.99,14.4,,,,,,,
6/1/2008 11:00,62.33,295,8.58,8.4,103.3,10.01,14.3,,,,,,,
6/1/2008 11:30,62.5,295,8.59,8,103.6,10.01,14.4,,,,,,,
6/1/2008 12:00,62.53,295,8.58,8.27,103.4,9.99,14.3,,,,,,,
6/1/2008 12:30,62.65,295,8.57,8.27,103,9.94,14.3,,,,,,,
6/1/2008 13:00,62.71,296,8.59,8,103.3,9.96,14.5,,,,,,,
6/1/2008 13:30,62.79,295,8.58,8.1,103.1,9.94,14.5,,,,,,,
6/1/2008 14:00,62.91,296,8.58,7.63,103.3,9.95,14.3,,,,,,,
6/1/2008 14:30,62.98,296,8.58,7.9,103.4,9.94,14.3,,,,,,,
6/1/2008 15:00,63.04,296,8.58,7.9,103.4,9.93,14.4,,,,,,,
6/1/2008 15:30,63.09,296,8.57,7.77,103.1,9.9,14.2,,,,,,,
6/1/2008 16:00,63.15,296,8.57,8.13,102.6,9.85,14.4,,,,,,,
6/1/2008 16:30,63.23,297,8.56,8.03,102.2,9.8,14.4,,,,,,,
6/1/2008 17:00,63.14,297,8.53,7.73,101.2,9.71,13.6,,,,,,,
6/1/2008 17:30,63.25,298,8.53,8.4,101.1,9.69,13.3,,,,,,,
6/1/2008 18:00,63.17,298,8.49,7.5,99.3,9.53,13.2,,,,,,,
6/1/2008 18:30,63.13,299,8.46,7.17,98.6,9.47,13.2,,,,,,,
6/1/2008 19:00,63.11,299,8.47,7.47,98.6,9.47,13.2,,,,,,,
6/1/2008 19:30,63.07,299,8.47,6.97,98.8,9.49,13.2,,,,,,,
6/1/2008 20:00,63.01,299,8.44,6.2,97.9,9.41,13.2,,,,,,,
6/1/2008 20:30,62.94,299,8.43,6.17,97.6,9.39,13.2,,,,,,,
6/1/2008 21:00,62.89,299,8.45,5.93,98.2,9.45,13.2,,,,,,,
6/1/2008 21:30,62.82,299,8.47,6.13,99,9.54,13.1,,,,,,,
6/1/2008 22:00,62.74,297,8.53,6.07,101.4,9.77,13.1,,,,,,,
6/1/2008 22:30,62.62,299,8.44,6,97.3,9.4,13.1,,,,,,,
6/1/2008 23:00,62.46,299,8.45,5.5,98.3,9.51,13.1,,,,,,,
6/1/2008 23:30,62.33,297,8.47,4.8,99.5,9.64,13.1,,,,,,,
6/2/2008 0:00,62.13,296,8.48,4.47,100.4,9.75,13.1,,,,,,,
6/2/2008 0:30,61.96,295,8.5,4.13,100.6,9.79,13.1,,,,,,,
6/2/2008 1:00,61.85,295,8.49,4.27,100.3,9.77,13,,,,,,,
6/2/2008 1:30,61.74,294,8.49,3.97,100,9.76,13.1,,,,,,,
6/2/2008 2:00,61.63,294,8.49,3.77,100.7,9.83,13.1,,,,,,,
6/2/2008 2:30,61.59,294,8.45,3.93,99.2,9.69,13,,,,,,,
6/2/2008 3:00,61.46,294,8.52,4.6,100.9,9.88,13.1,,,,,,,
6/2/2008 3:30,61.37,293,8.52,4.37,100.9,9.89,13.1,,,,,,,
6/2/2008 4:00,61.32,293,8.53,4.67,101.3,9.94,13.3,,,,,,,
6/2/2008 4:30,61.3,294,8.53,4.7,101,9.9,13.8,,,,,,,
6/2/2008 5:00,61.27,294,8.49,4.97,99.4,9.75,14.2,,,,,,,
6/2/2008 5:30,61.26,296,8.46,5.8,98.2,9.63,14.4,,,,,,,
6/2/2008 6:00,61.44,295,8.49,4.67,99.8,9.77,14.4,,,,,,,
6/2/2008 6:30,61.63,294,8.5,3.9,101.1,9.87,14.4,,,,,,,
6/2/2008 7:00,61.9,295,8.54,4.6,102.1,9.94,14.4,,,,,,,
6/2/2008 7:30,62.13,296,8.52,5.03,101.8,9.89,14.5,,,,,,,
6/2/2008 8:00,62.36,296,8.56,4.23,103.8,10.06,14.3,,,,,,,
